SCORES_TXT_BEGIN_0 0 47 9 BLEU
6 9 2 8 1 7 0 6 6 
5 9 2 8 1 7 0 6 6 
5 6 2 5 1 4 0 3 6 
6 6 4 5 3 4 2 3 6 
5 6 3 5 1 4 0 3 6 
6 6 3 5 1 4 0 3 6 
5 6 4 5 3 4 2 3 6 
6 7 2 6 1 5 0 4 6 
5 7 2 6 1 5 0 4 6 
6 6 3 5 1 4 0 3 6 
5 6 2 5 1 4 0 3 6 
5 6 2 5 1 4 0 3 6 
6 6 3 5 1 4 0 3 6 
6 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
5 8 2 7 1 6 0 5 6 
6 8 3 7 1 6 0 5 6 
5 6 2 5 1 4 0 3 6 
4 6 2 5 1 4 0 3 6 
6 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
4 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
4 7 3 6 2 5 1 4 6 
6 6 2 5 1 4 0 3 6 
5 6 2 5 1 4 0 3 6 
6 10 3 9 2 8 1 7 6 
5 10 3 9 2 8 1 7 6 
5 7 2 6 1 5 0 4 6 
6 10 3 9 2 8 1 7 6 
5 10 3 9 2 8 1 7 6 
6 7 3 6 2 5 1 4 6 
6 7 3 6 1 5 0 4 6 
5 7 3 6 2 5 1 4 6 
5 6 3 5 2 4 1 3 6 
6 8 3 7 2 6 1 5 6 
5 8 3 7 2 6 1 5 6 
6 9 3 8 2 7 1 6 6 
5 9 3 8 2 7 1 6 6 
6 9 3 8 2 7 1 6 6 
5 9 3 8 2 7 1 6 6 
5 6 2 5 1 4 0 3 6 
4 6 2 5 1 4 0 3 6 
6 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
5 6 2 5 1 4 0 3 6 
4 6 2 5 1 4 0 3 6 
5 6 2 5 1 4 0 3 6 
4 6 3 5 2 4 1 3 6 
6 6 4 5 2 4 0 3 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 7 76 9 BLEU
11 11 10 10 9 9 8 8 11 
10 11 9 10 8 9 7 8 11 
10 12 9 11 8 10 7 9 11 
10 15 9 14 8 13 7 12 11 
10 15 9 14 8 13 7 12 11 
11 13 9 12 8 11 7 10 11 
11 11 8 10 4 9 3 8 11 
10 13 9 12 8 11 7 10 11 
10 11 8 10 6 9 4 8 11 
11 12 9 11 8 10 7 9 11 
10 11 8 10 4 9 3 8 11 
11 12 10 11 8 10 6 9 11 
10 13 8 12 4 11 3 10 11 
11 12 10 11 8 10 6 9 11 
10 12 8 11 4 10 3 9 11 
11 12 9 11 7 10 5 9 11 
10 11 7 10 4 9 3 8 11 
10 14 9 13 8 12 7 11 11 
9 11 7 10 5 9 4 8 11 
10 14 9 13 8 12 7 11 11 
10 15 8 14 4 13 3 12 11 
10 15 8 14 4 13 3 12 11 
10 12 9 11 7 10 6 9 11 
10 12 9 11 7 10 5 9 11 
9 12 7 11 5 10 4 9 11 
11 13 8 12 4 11 3 10 11 
9 11 7 10 4 9 3 8 11 
10 10 8 9 6 8 5 7 11 
9 13 7 12 4 11 3 10 11 
10 12 8 11 6 10 4 9 11 
11 12 8 11 4 10 3 9 11 
9 15 7 14 5 13 4 12 11 
9 15 7 14 5 13 4 12 11 
10 13 9 12 7 11 6 10 11 
9 12 7 11 4 10 3 9 11 
10 16 9 15 8 14 7 13 11 
10 16 9 15 8 14 7 13 11 
11 12 9 11 8 10 7 9 11 
10 13 8 12 6 11 4 10 11 
11 11 10 10 6 9 2 8 11 
10 16 9 15 7 14 6 13 11 
10 16 9 15 7 14 6 13 11 
10 13 9 12 7 11 5 10 11 
10 13 7 12 5 11 4 10 11 
10 11 8 10 6 9 4 8 11 
10 10 8 9 6 8 5 7 11 
11 14 9 13 8 12 7 11 11 
10 13 8 12 6 11 4 10 11 
10 12 7 11 5 10 4 9 11 
10 16 9 15 7 14 5 13 11 
10 16 9 15 7 14 5 13 11 
9 15 7 14 4 13 3 12 11 
9 10 7 9 6 8 5 7 11 
9 15 7 14 4 13 3 12 11 
9 13 7 12 5 11 4 10 11 
10 12 9 11 8 10 7 9 11 
11 14 9 13 7 12 6 11 11 
11 11 8 10 5 9 3 8 11 
10 14 9 13 8 12 7 11 11 
10 14 8 13 4 12 3 11 11 
10 16 8 15 6 14 4 13 11 
10 15 9 14 8 13 7 12 11 
10 14 8 13 4 12 3 11 11 
10 16 8 15 6 14 4 13 11 
10 11 8 10 6 9 5 8 11 
10 14 7 13 5 12 4 11 11 
10 15 9 14 8 13 7 12 11 
9 11 6 10 5 9 4 8 11 
9 12 7 11 5 10 4 9 11 
11 11 7 10 5 9 4 8 11 
11 14 9 13 7 12 5 11 11 
9 10 6 9 5 8 4 7 11 
10 13 7 12 4 11 3 10 11 
10 14 9 13 7 12 6 11 11 
10 14 8 13 4 12 3 11 11 
10 12 7 11 5 10 4 9 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 8 100 9 BLEU
8 8 7 7 6 6 5 5 8 
7 8 6 7 5 6 4 5 8 
8 10 6 9 5 8 4 7 8 
7 10 5 9 4 8 3 7 8 
7 8 5 7 3 6 2 5 8 
7 8 5 7 3 6 2 5 8 
8 9 6 8 5 7 4 6 8 
6 8 4 7 2 6 1 5 8 
6 8 4 7 2 6 1 5 8 
7 10 4 9 3 8 2 7 8 
7 9 5 8 4 7 3 6 8 
7 10 4 9 3 8 2 7 8 
8 9 6 8 4 7 2 6 8 
8 9 6 8 5 7 4 6 8 
8 9 6 8 5 7 4 6 8 
8 12 6 11 5 10 4 9 8 
8 12 6 11 5 10 4 9 8 
7 9 5 8 3 7 1 6 8 
6 10 3 9 2 8 1 7 8 
6 10 3 9 2 8 1 7 8 
7 9 5 8 4 7 3 6 8 
7 9 5 8 4 7 3 6 8 
7 9 4 8 3 7 2 6 8 
8 9 5 8 4 7 3 6 8 
7 8 5 7 3 6 2 5 8 
7 9 4 8 3 7 2 6 8 
8 11 6 10 5 9 4 8 8 
7 12 5 11 4 10 3 9 8 
7 12 5 11 4 10 3 9 8 
8 11 5 10 3 9 1 8 8 
8 9 6 8 4 7 3 6 8 
7 7 5 6 3 5 2 4 8 
8 10 6 9 5 8 4 7 8 
6 7 4 6 3 5 2 4 8 
8 11 6 10 5 9 4 8 8 
8 11 6 10 5 9 4 8 8 
8 13 6 12 5 11 4 10 8 
8 13 6 12 5 11 4 10 8 
8 8 5 7 3 6 1 5 8 
6 9 3 8 2 7 1 6 8 
6 8 4 7 2 6 1 5 8 
6 9 3 8 2 7 1 6 8 
7 11 4 10 2 9 0 8 8 
7 9 4 8 2 7 1 6 8 
7 11 5 10 4 9 3 8 8 
7 8 5 7 3 6 2 5 8 
7 8 6 7 5 6 4 5 8 
7 9 4 8 2 7 1 6 8 
7 9 4 8 3 7 2 6 8 
7 9 4 8 3 7 2 6 8 
7 8 4 7 3 6 2 5 8 
7 10 5 9 4 8 3 7 8 
